antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"CH:UCO0akufu9MOzyz3nvGIXAAw, CH:UC__2_0RJ8XnHt2angfw6S1Q",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
"CH:UCPgLNge0xqQHWM5B5EFH9Cg, CH:UCrvhNP_lWuPIP6QZzJmM-bw",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
"CH:UCQfwfsi5VrQ8yKZ-UWmAEFg, CH:UCXIJgqnII2ZOINSWNOGFThA",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
CH:UCNZyLULUQBp5e9Q1cKtvk6Q,CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0012091898428053204,0.06771463119709795,0.0012091898428053204,1.0,14.767857142857142,1.0,0.0011273099985524813,inf,0.9334140435835351,0.017857142857142856,1.0,0.5089285714285714
"CH:UCupvZG-5ko_eiXAupbDfxWw, DOM:www.youtube.com","CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCeY0bbntWzzVIaj2z3QigXg",0.0036275695284159614,0.02539298669891173,0.0012091898428053204,0.3333333333333333,13.126984126984127,1.0,0.0011170750180208764,1.4619105199516322,0.9271844660194175,0.043478260869565216,0.3159636062861869,0.19047619047619047
"CH:UCeY0bbntWzzVIaj2z3QigXg, DOM:youtu.be",CH:UCPgLNge0xqQHWM5B5EFH9Cg,0.0048367593712212815,0.03869407496977025,0.0024183796856106408,0.5,12.921875,1.0,0.0022312257558898658,1.9226118500604594,0.9270959902794654,0.05882352941176471,0.47987421383647805,0.28125
"CH:UCIjSUWHWp6KohfnR5OQTXnQ, CH:UCxMXl9L79X1Mq_4iwCOyPFg",CH:UCPgLNge0xqQHWM5B5EFH9Cg,0.0024183796856106408,0.03869407496977025,0.0012091898428053204,0.5,12.921875,1.0,0.0011156128779449329,1.9226118500604594,0.924848484848485,0.0303030303030303,0.47987421383647805,0.265625
CH:UCTvZcgH_rsvaGuZ8mU5jpnA,CH:UCPgLNge0xqQHWM5B5EFH9Cg,0.0024183796856106408,0.03869407496977025,0.0012091898428053204,0.5,12.921875,1.0,0.0011156128779449329,1.9226118500604594,0.924848484848485,0.0303030303030303,0.47987421383647805,0.265625
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UC_vFLohxs5PkAxlk7Y6jEtw",CH:UCH1oRy1dINbMVp3UFWrKP0w,0.0036275695284159614,0.02902055622732769,0.0012091898428053204,0.3333333333333333,11.48611111111111,1.0,0.0011039157573373844,1.4564691656590083,0.9162621359223302,0.03846153846153845,0.3134080531340805,0.1875
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UCrvhNP_lWuPIP6QZzJmM-bw,0.0036275695284159614,0.02902055622732769,0.0012091898428053204,0.3333333333333333,11.48611111111111,1.0,0.0011039157573373844,1.4564691656590083,0.9162621359223302,0.03846153846153845,0.3134080531340805,0.1875
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCeY0bbntWzzVIaj2z3QigXg",CH:UCaXkIU1QidjPwiAYu6GcHjg,0.0024183796856106408,0.044740024183796856,0.0012091898428053204,0.5,11.175675675675675,1.0,0.0011009914771854972,1.9105199516324063,0.9127272727272727,0.026315789473684206,0.47658227848101264,0.2635135135135135
"CH:UCPgLNge0xqQHWM5B5EFH9Cg, CH:UCeY0bbntWzzVIaj2z3QigXg",DOM:youtu.be,0.007255139056831923,0.030229746070133012,0.0024183796856106408,0.3333333333333333,11.026666666666666,1.0,0.0021990586742191075,1.4546553808948002,0.9159561510353229,0.06896551724137931,0.31255195344970904,0.20666666666666667
"CH:UCCjG8NtOig0USdrT5D1FpxQ, CH:UCIRYBXDze5krPDzAEOxFGVA, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UCXIJgqnII2ZOINSWNOGFThA,0.0024183796856106408,0.0471584038694075,0.0012091898428053204,0.5,10.602564102564102,1.0,0.001095142916881723,1.905683192261185,0.907878787878788,0.024999999999999994,0.475253807106599,0.26282051282051283
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCeY0bbntWzzVIaj2z3QigXg",CH:UCXIJgqnII2ZOINSWNOGFThA,0.0024183796856106408,0.0471584038694075,0.0012091898428053204,0.5,10.602564102564102,1.0,0.001095142916881723,1.905683192261185,0.907878787878788,0.024999999999999994,0.475253807106599,0.26282051282051283
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw",CH:UCO0akufu9MOzyz3nvGIXAAw,0.0024183796856106408,0.04836759371221282,0.0012091898428053204,0.5,10.3375,1.0,0.001092218636729836,1.9032648125755744,0.9054545454545456,0.024390243902439022,0.4745870393900889,0.2625
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCrvhNP_lWuPIP6QZzJmM-bw",CH:UCP6HGa63sBC7-KHtkme-p-g,0.0036275695284159614,0.032648125755743655,0.0012091898428053204,0.3333333333333333,10.209876543209875,1.0,0.0010907564966538923,1.4510278113663844,0.9053398058252426,0.03448275862068965,0.3108333333333333,0.18518518518518517
"CH:UCdtXPiqI2cLorKaPrfpKc4g, CH:UCupvZG-5ko_eiXAupbDfxWw",CH:UCP6HGa63sBC7-KHtkme-p-g,0.0036275695284159614,0.032648125755743655,0.0012091898428053204,0.3333333333333333,10.209876543209875,1.0,0.0010907564966538923,1.4510278113663844,0.9053398058252426,0.03448275862068965,0.3108333333333333,0.18518518518518517
"CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCx3OuVURpwh-UYamOrw-b4A",CH:UCP6HGa63sBC7-KHtkme-p-g,0.0036275695284159614,0.032648125755743655,0.0012091898428053204,0.3333333333333333,10.209876543209875,1.0,0.0010907564966538923,1.4510278113663844,0.9053398058252426,0.03448275862068965,0.3108333333333333,0.18518518518518517
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC_vFLohxs5PkAxlk7Y6jEtw",CH:UCknLrEdhRCp1aegoMqRaCZg,0.0024183796856106408,0.05441354292623942,0.0012091898428053204,0.5,9.188888888888888,1.0,0.0010775972359704004,1.891172914147521,0.8933333333333334,0.021739130434782605,0.471227621483376,0.2611111111111111
"CH:UCIRYBXDze5krPDzAEOxFGVA, CH:UCknLrEdhRCp1aegoMqRaCZg",CH:UCwWhs_6x42TyRM4Wstoq8HA,0.0036275695284159614,0.037484885126964934,0.0012091898428053204,0.3333333333333333,8.89247311827957,1.0,0.0010732108157425696,1.4437726723095525,0.8907766990291262,0.0303030303030303,0.3073701842546063,0.1827956989247312
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCIjSUWHWp6KohfnR5OQTXnQ",CH:UCPgLNge0xqQHWM5B5EFH9Cg,0.0036275695284159614,0.03869407496977025,0.0012091898428053204,0.3333333333333333,8.614583333333334,1.0,0.0010688243955147391,1.4419588875453444,0.8871359223300972,0.029411764705882353,0.3064989517819707,0.18229166666666666
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCupvZG-5ko_eiXAupbDfxWw",CH:UCIRYBXDze5krPDzAEOxFGVA,0.0012091898428053204,0.12212817412333736,0.0012091898428053204,1.0,8.18811881188119,1.0,0.0010615136951350212,inf,0.8789346246973364,0.009900990099009901,1.0,0.504950495049505
"CH:UCCjG8NtOig0USdrT5D1FpxQ, CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UCIRYBXDze5krPDzAEOxFGVA,0.0012091898428053204,0.12212817412333736,0.0012091898428053204,1.0,8.18811881188119,1.0,0.0010615136951350212,inf,0.8789346246973364,0.009900990099009901,1.0,0.504950495049505
"CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCuFFtHWoLl5fauMMD5Ww2jA",CH:UCIRYBXDze5krPDzAEOxFGVA,0.0012091898428053204,0.12212817412333736,0.0012091898428053204,1.0,8.18811881188119,1.0,0.0010615136951350212,inf,0.8789346246973364,0.009900990099009901,1.0,0.504950495049505
DOM:www.theguardian.com,CH:UCIRYBXDze5krPDzAEOxFGVA,0.0012091898428053204,0.12212817412333736,0.0012091898428053204,1.0,8.18811881188119,1.0,0.0010615136951350212,inf,0.8789346246973364,0.009900990099009901,1.0,0.504950495049505
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCPgLNge0xqQHWM5B5EFH9Cg","CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCoMdktPbSTixAyNGwb-UYkQ",0.0036275695284159614,0.041112454655380895,0.0012091898428053204,0.3333333333333333,8.107843137254902,1.0,0.0010600515550590777,1.4383313180169284,0.8798543689320388,0.027777777777777776,0.30474989491382937,0.18137254901960784
"CH:UCupvZG-5ko_eiXAupbDfxWw, DOM:www.youtube.com","CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCeY0bbntWzzVIaj2z3QigXg",0.0036275695284159614,0.04232164449818621,0.0012091898428053204,0.3333333333333333,7.876190476190476,1.0,0.001055665134831247,1.4365175332527205,0.8762135922330097,0.027027027027027025,0.30387205387205385,0.18095238095238095
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UChDKyKQ59fYz3JO2fl0Z6sg",CH:UCaXkIU1QidjPwiAYu6GcHjg,0.0036275695284159614,0.044740024183796856,0.0012091898428053204,0.3333333333333333,7.45045045045045,1.0,0.0010468922943755858,1.4328899637243047,0.8689320388349515,0.02564102564102564,0.3021097046413502,0.18018018018018017
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UC_vFLohxs5PkAxlk7Y6jEtw",CH:UCaXkIU1QidjPwiAYu6GcHjg,0.0036275695284159614,0.044740024183796856,0.0012091898428053204,0.3333333333333333,7.45045045045045,1.0,0.0010468922943755858,1.4328899637243047,0.8689320388349515,0.02564102564102564,0.3021097046413502,0.18018018018018017
CH:UCZ8Sxmkweh65HetaZfR8YuA,CH:UCCjG8NtOig0USdrT5D1FpxQ,0.0024183796856106408,0.1354292623941959,0.0024183796856106408,1.0,7.383928571428571,1.0,0.002090860308599284,inf,0.8666666666666667,0.017857142857142856,1.0,0.5089285714285714
"CH:UC72nbKQLSDyiSARhg0Ywj4w, CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCStCUMvCw067Nw5uSlbyDsw",CH:UCCjG8NtOig0USdrT5D1FpxQ,0.0012091898428053204,0.1354292623941959,0.0012091898428053204,1.0,7.383928571428571,1.0,0.001045430154299642,inf,0.8656174334140434,0.008928571428571428,1.0,0.5044642857142857
"CH:UCIRYBXDze5krPDzAEOxFGVA, CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UCCjG8NtOig0USdrT5D1FpxQ,0.0012091898428053204,0.1354292623941959,0.0012091898428053204,1.0,7.383928571428571,1.0,0.001045430154299642,inf,0.8656174334140434,0.008928571428571428,1.0,0.5044642857142857
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCNZyLULUQBp5e9Q1cKtvk6Q",CH:UCCjG8NtOig0USdrT5D1FpxQ,0.0012091898428053204,0.1354292623941959,0.0012091898428053204,1.0,7.383928571428571,1.0,0.001045430154299642,inf,0.8656174334140434,0.008928571428571428,1.0,0.5044642857142857
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCvoiXGD8UhXXKzbI-tYo_Ig",CH:UCCjG8NtOig0USdrT5D1FpxQ,0.0012091898428053204,0.1354292623941959,0.0012091898428053204,1.0,7.383928571428571,1.0,0.001045430154299642,inf,0.8656174334140434,0.008928571428571428,1.0,0.5044642857142857
"CH:UCMscWako8oDvpdF4pppku-g, CH:UCeY0bbntWzzVIaj2z3QigXg",CH:UCCjG8NtOig0USdrT5D1FpxQ,0.0012091898428053204,0.1354292623941959,0.0012091898428053204,1.0,7.383928571428571,1.0,0.001045430154299642,inf,0.8656174334140434,0.008928571428571428,1.0,0.5044642857142857
"CH:UCVuFPbAjTi3mqpH-0veJRWg, CH:UCw77677G3EAODp61b0izs7w",CH:UCCjG8NtOig0USdrT5D1FpxQ,0.0012091898428053204,0.1354292623941959,0.0012091898428053204,1.0,7.383928571428571,1.0,0.001045430154299642,inf,0.8656174334140434,0.008928571428571428,1.0,0.5044642857142857
"CH:UCef1-8eOpJgud7szVPlZQAQ, CH:UCupvZG-5ko_eiXAupbDfxWw",CH:UCCjG8NtOig0USdrT5D1FpxQ,0.0012091898428053204,0.1354292623941959,0.0012091898428053204,1.0,7.383928571428571,1.0,0.001045430154299642,inf,0.8656174334140434,0.008928571428571428,1.0,0.5044642857142857
"CH:UChDKyKQ59fYz3JO2fl0Z6sg, CH:UCw77677G3EAODp61b0izs7w",CH:UCCjG8NtOig0USdrT5D1FpxQ,0.0012091898428053204,0.1354292623941959,0.0012091898428053204,1.0,7.383928571428571,1.0,0.001045430154299642,inf,0.8656174334140434,0.008928571428571428,1.0,0.5044642857142857
"CH:UChLtXXpo4Ge1ReTEboVvTDg, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCCjG8NtOig0USdrT5D1FpxQ,0.0012091898428053204,0.1354292623941959,0.0012091898428053204,1.0,7.383928571428571,1.0,0.001045430154299642,inf,0.8656174334140434,0.008928571428571428,1.0,0.5044642857142857
"CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCwWhs_6x42TyRM4Wstoq8HA",CH:UCCjG8NtOig0USdrT5D1FpxQ,0.0012091898428053204,0.1354292623941959,0.0012091898428053204,1.0,7.383928571428571,1.0,0.001045430154299642,inf,0.8656174334140434,0.008928571428571428,1.0,0.5044642857142857
"CH:UCupvZG-5ko_eiXAupbDfxWw, CH:UCx6h-dWzJ5NpAlja1YsApdg",CH:UCCjG8NtOig0USdrT5D1FpxQ,0.0012091898428053204,0.1354292623941959,0.0012091898428053204,1.0,7.383928571428571,1.0,0.001045430154299642,inf,0.8656174334140434,0.008928571428571428,1.0,0.5044642857142857
CH:UCMscWako8oDvpdF4pppku-g,CH:UCCjG8NtOig0USdrT5D1FpxQ,0.0012091898428053204,0.1354292623941959,0.0012091898428053204,1.0,7.383928571428571,1.0,0.001045430154299642,inf,0.8656174334140434,0.008928571428571428,1.0,0.5044642857142857
CH:UCNZyLULUQBp5e9Q1cKtvk6Q,CH:UCCjG8NtOig0USdrT5D1FpxQ,0.0012091898428053204,0.1354292623941959,0.0012091898428053204,1.0,7.383928571428571,1.0,0.001045430154299642,inf,0.8656174334140434,0.008928571428571428,1.0,0.5044642857142857
CH:UCjXB7nX8bL2U2sje8d212Yw,CH:UCCjG8NtOig0USdrT5D1FpxQ,0.0012091898428053204,0.1354292623941959,0.0012091898428053204,1.0,7.383928571428571,1.0,0.001045430154299642,inf,0.8656174334140434,0.008928571428571428,1.0,0.5044642857142857
"CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCeY0bbntWzzVIaj2z3QigXg",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0024183796856106408,0.06771463119709795,0.0012091898428053204,0.5,7.383928571428571,1.0,0.001045430154299642,1.864570737605804,0.8666666666666667,0.01754385964912281,0.4636835278858625,0.25892857142857145
"CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCuFFtHWoLl5fauMMD5Ww2jA",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0024183796856106408,0.06771463119709795,0.0012091898428053204,0.5,7.383928571428571,1.0,0.001045430154299642,1.864570737605804,0.8666666666666667,0.01754385964912281,0.4636835278858625,0.25892857142857145
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCaXkIU1QidjPwiAYu6GcHjg",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0024183796856106408,0.06771463119709795,0.0012091898428053204,0.5,7.383928571428571,1.0,0.001045430154299642,1.864570737605804,0.8666666666666667,0.01754385964912281,0.4636835278858625,0.25892857142857145
"CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCuFFtHWoLl5fauMMD5Ww2jA",CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0024183796856106408,0.06771463119709795,0.0012091898428053204,0.5,7.383928571428571,1.0,0.001045430154299642,1.864570737605804,0.8666666666666667,0.01754385964912281,0.4636835278858625,0.25892857142857145
CH:UCF4QKhPMP1JybbkIJzIayww,CH:UC52X5wxOL_s5yw0dQk7NtgA,0.0024183796856106408,0.06771463119709795,0.0012091898428053204,0.5,7.383928571428571,1.0,0.001045430154299642,1.864570737605804,0.8666666666666667,0.01754385964912281,0.4636835278858625,0.25892857142857145
CH:UCzJXNzqz6VMHSNInQt_7q6w,CH:UCXIJgqnII2ZOINSWNOGFThA,0.007255139056831923,0.0471584038694075,0.0024183796856106408,0.3333333333333333,7.068376068376068,1.0,0.0020762389078398487,1.4292623941958886,0.8647990255785627,0.046511627906976744,0.3003384094754653,0.1923076923076923
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UCXIJgqnII2ZOINSWNOGFThA,0.0036275695284159614,0.0471584038694075,0.0012091898428053204,0.3333333333333333,7.068376068376068,1.0,0.0010381194539199243,1.4292623941958886,0.8616504854368932,0.024390243902439022,0.3003384094754653,0.1794871794871795
"CH:UCupvZG-5ko_eiXAupbDfxWw, CH:UCx3OuVURpwh-UYamOrw-b4A",CH:UCXIJgqnII2ZOINSWNOGFThA,0.0036275695284159614,0.0471584038694075,0.0012091898428053204,0.3333333333333333,7.068376068376068,1.0,0.0010381194539199243,1.4292623941958886,0.8616504854368932,0.024390243902439022,0.3003384094754653,0.1794871794871795
CH:UCT6JZ5y-8twTYzwTJ2y5tEQ,CH:UCXIJgqnII2ZOINSWNOGFThA,0.0036275695284159614,0.0471584038694075,0.0012091898428053204,0.3333333333333333,7.068376068376068,1.0,0.0010381194539199243,1.4292623941958886,0.8616504854368932,0.024390243902439022,0.3003384094754653,0.1794871794871795
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCupvZG-5ko_eiXAupbDfxWw",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0024183796856106408,0.14389359129383314,0.0024183796856106408,1.0,6.949579831932772,1.0,0.0020703903475360746,inf,0.8581818181818183,0.01680672268907563,1.0,0.5084033613445378
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCupvZG-5ko_eiXAupbDfxWw, DOM:www.youtube.com",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCIRYBXDze5krPDzAEOxFGVA, CH:UCeY0bbntWzzVIaj2z3QigXg",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCPgLNge0xqQHWM5B5EFH9Cg, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCeY0bbntWzzVIaj2z3QigXg, DOM:www.youtube.com",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCupvZG-5ko_eiXAupbDfxWw, DOM:www.youtube.com",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UCH1oRy1dINbMVp3UFWrKP0w, CH:UCVuFPbAjTi3mqpH-0veJRWg",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCIRYBXDze5krPDzAEOxFGVA, CH:UCupvZG-5ko_eiXAupbDfxWw",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UC72nbKQLSDyiSARhg0Ywj4w, CH:UCCjG8NtOig0USdrT5D1FpxQ, CH:UCStCUMvCw067Nw5uSlbyDsw",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UCH1oRy1dINbMVp3UFWrKP0w, CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UChLtXXpo4Ge1ReTEboVvTDg",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCupvZG-5ko_eiXAupbDfxWw, DOM:www.youtube.com",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UCVuFPbAjTi3mqpH-0veJRWg",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UC72nbKQLSDyiSARhg0Ywj4w, CH:UCCjG8NtOig0USdrT5D1FpxQ",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UCCjG8NtOig0USdrT5D1FpxQ, CH:UCvoiXGD8UhXXKzbI-tYo_Ig",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UCH1oRy1dINbMVp3UFWrKP0w, CH:UCVuFPbAjTi3mqpH-0veJRWg",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UCH1oRy1dINbMVp3UFWrKP0w, CH:UChLtXXpo4Ge1ReTEboVvTDg",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UCP6HGa63sBC7-KHtkme-p-g, CH:UCrvhNP_lWuPIP6QZzJmM-bw",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UCStCUMvCw067Nw5uSlbyDsw, CH:UCeY0bbntWzzVIaj2z3QigXg",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UChLtXXpo4Ge1ReTEboVvTDg",CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
CH:UCTbhS5-KTEKzBh-eqeU5vAw,CH:UCBi2mrWuNuyYy4gbM6fU18Q,0.0012091898428053204,0.14389359129383314,0.0012091898428053204,1.0,6.949579831932772,1.0,0.0010351951737680373,inf,0.8571428571428571,0.008403361344537815,1.0,0.5042016806722689
"CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCoMdktPbSTixAyNGwb-UYkQ",CH:UCO0akufu9MOzyz3nvGIXAAw,0.0036275695284159614,0.04836759371221282,0.0012091898428053204,0.3333333333333333,6.891666666666667,1.0,0.0010337330336920936,1.4274486094316807,0.858009708737864,0.023809523809523808,0.2994493858534519,0.17916666666666667
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCeY0bbntWzzVIaj2z3QigXg, DOM:www.youtube.com",CH:UCupvZG-5ko_eiXAupbDfxWw,0.0012091898428053204,0.14993954050785974,0.0012091898428053204,1.0,6.669354838709677,1.0,0.0010278844733883196,inf,0.851089588377724,0.008064516129032258,1.0,0.5040322580645161
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCBi2mrWuNuyYy4gbM6fU18Q, DOM:www.youtube.com",CH:UCupvZG-5ko_eiXAupbDfxWw,0.0012091898428053204,0.14993954050785974,0.0012091898428053204,1.0,6.669354838709677,1.0,0.0010278844733883196,inf,0.851089588377724,0.008064516129032258,1.0,0.5040322580645161
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCeY0bbntWzzVIaj2z3QigXg, DOM:www.youtube.com",CH:UCupvZG-5ko_eiXAupbDfxWw,0.0012091898428053204,0.14993954050785974,0.0012091898428053204,1.0,6.669354838709677,1.0,0.0010278844733883196,inf,0.851089588377724,0.008064516129032258,1.0,0.5040322580645161
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCIRYBXDze5krPDzAEOxFGVA",CH:UCupvZG-5ko_eiXAupbDfxWw,0.0012091898428053204,0.14993954050785974,0.0012091898428053204,1.0,6.669354838709677,1.0,0.0010278844733883196,inf,0.851089588377724,0.008064516129032258,1.0,0.5040322580645161
