antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCuFFtHWoLl5fauMMD5Ww2jA","CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCeY0bbntWzzVIaj2z3QigXg","CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UCuFFtHWoLl5fauMMD5Ww2jA",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCuFFtHWoLl5fauMMD5Ww2jA","CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA","CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCuFFtHWoLl5fauMMD5Ww2jA",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UCuFFtHWoLl5fauMMD5Ww2jA","CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCeY0bbntWzzVIaj2z3QigXg",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw","CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCuFFtHWoLl5fauMMD5Ww2jA",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCoMdktPbSTixAyNGwb-UYkQ","CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UCx6h-dWzJ5NpAlja1YsApdg",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCx6h-dWzJ5NpAlja1YsApdg","CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCoMdktPbSTixAyNGwb-UYkQ","CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCx6h-dWzJ5NpAlja1YsApdg",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCoMdktPbSTixAyNGwb-UYkQ","CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCx6h-dWzJ5NpAlja1YsApdg",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCeY0bbntWzzVIaj2z3QigXg","CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCx6h-dWzJ5NpAlja1YsApdg",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCx6h-dWzJ5NpAlja1YsApdg","CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCeY0bbntWzzVIaj2z3QigXg",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCx6h-dWzJ5NpAlja1YsApdg","CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCoMdktPbSTixAyNGwb-UYkQ",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCx6h-dWzJ5NpAlja1YsApdg","CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCoMdktPbSTixAyNGwb-UYkQ",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw","CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCx6h-dWzJ5NpAlja1YsApdg",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UCx6h-dWzJ5NpAlja1YsApdg","CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCoMdktPbSTixAyNGwb-UYkQ",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCIjSUWHWp6KohfnR5OQTXnQ, CH:UCPgLNge0xqQHWM5B5EFH9Cg","CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCxMXl9L79X1Mq_4iwCOyPFg",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCxMXl9L79X1Mq_4iwCOyPFg","CH:UCIjSUWHWp6KohfnR5OQTXnQ, CH:UCPgLNge0xqQHWM5B5EFH9Cg",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCJy232tY_LUd1NuBgsSNUEA","CH:UCSQ3jNVu8Zr_toI7NWzDwHw, CH:UCmYesELO6axBrCuSpf7S9DQ",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCJy232tY_LUd1NuBgsSNUEA, CH:UCSQ3jNVu8Zr_toI7NWzDwHw","CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCmYesELO6axBrCuSpf7S9DQ",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCmYesELO6axBrCuSpf7S9DQ","CH:UCJy232tY_LUd1NuBgsSNUEA, CH:UCSQ3jNVu8Zr_toI7NWzDwHw",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCSQ3jNVu8Zr_toI7NWzDwHw, CH:UCmYesELO6axBrCuSpf7S9DQ","CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCJy232tY_LUd1NuBgsSNUEA",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCH1oRy1dINbMVp3UFWrKP0w, CH:UCVuFPbAjTi3mqpH-0veJRWg","CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UCBi2mrWuNuyYy4gbM6fU18Q",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UCBi2mrWuNuyYy4gbM6fU18Q","CH:UCH1oRy1dINbMVp3UFWrKP0w, CH:UCVuFPbAjTi3mqpH-0veJRWg",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCrvhNP_lWuPIP6QZzJmM-bw","CH:UCME81PohuzT1JMCsEtvsD2w, CH:UCPgLNge0xqQHWM5B5EFH9Cg",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCPgLNge0xqQHWM5B5EFH9Cg, CH:UCrvhNP_lWuPIP6QZzJmM-bw","CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCME81PohuzT1JMCsEtvsD2w",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCME81PohuzT1JMCsEtvsD2w","CH:UCPgLNge0xqQHWM5B5EFH9Cg, CH:UCrvhNP_lWuPIP6QZzJmM-bw",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCME81PohuzT1JMCsEtvsD2w, CH:UCPgLNge0xqQHWM5B5EFH9Cg","CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCrvhNP_lWuPIP6QZzJmM-bw",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCx6h-dWzJ5NpAlja1YsApdg","CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw","CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCx6h-dWzJ5NpAlja1YsApdg",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCx6h-dWzJ5NpAlja1YsApdg","CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UC_vFLohxs5PkAxlk7Y6jEtw","CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCx6h-dWzJ5NpAlja1YsApdg",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCsufaClk5if2RGqABb-09Uw, DOM:saily.com",DOM:nordvpn.com,0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCsufaClk5if2RGqABb-09Uw, DOM:nordvpn.com",DOM:saily.com,0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
DOM:saily.com,"CH:UCsufaClk5if2RGqABb-09Uw, DOM:nordvpn.com",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
DOM:nordvpn.com,"CH:UCsufaClk5if2RGqABb-09Uw, DOM:saily.com",0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
CH:UCGI6OvfNlS8bKINKrCebvMQ,CH:UCxqDR-kvbhyjK9ZPPtYxevA,0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
CH:UCxqDR-kvbhyjK9ZPPtYxevA,CH:UCGI6OvfNlS8bKINKrCebvMQ,0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
DOM:saily.com,DOM:nordvpn.com,0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
DOM:nordvpn.com,DOM:saily.com,0.0012091898428053204,0.0012091898428053204,0.0012091898428053204,1.0,827.0,1.0,0.0012077277027293769,inf,1.0,1.0,1.0,1.0
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, DOM:www.youtube.com","CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCupvZG-5ko_eiXAupbDfxWw",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCeY0bbntWzzVIaj2z3QigXg","CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCuFFtHWoLl5fauMMD5Ww2jA",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCuFFtHWoLl5fauMMD5Ww2jA","CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCuFFtHWoLl5fauMMD5Ww2jA","CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCeY0bbntWzzVIaj2z3QigXg",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw","CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCuFFtHWoLl5fauMMD5Ww2jA",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCx6h-dWzJ5NpAlja1YsApdg","CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCeY0bbntWzzVIaj2z3QigXg",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCSQ3jNVu8Zr_toI7NWzDwHw","CH:UCJy232tY_LUd1NuBgsSNUEA, CH:UCmYesELO6axBrCuSpf7S9DQ",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA","CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCeY0bbntWzzVIaj2z3QigXg",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA","CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCuFFtHWoLl5fauMMD5Ww2jA",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UCuFFtHWoLl5fauMMD5Ww2jA","CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA","CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCuFFtHWoLl5fauMMD5Ww2jA",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw","CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCuFFtHWoLl5fauMMD5Ww2jA",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UCuFFtHWoLl5fauMMD5Ww2jA","CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCeY0bbntWzzVIaj2z3QigXg",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UCME81PohuzT1JMCsEtvsD2w, CH:UCrvhNP_lWuPIP6QZzJmM-bw","CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCPgLNge0xqQHWM5B5EFH9Cg",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UC72nbKQLSDyiSARhg0Ywj4w, CH:UCCjG8NtOig0USdrT5D1FpxQ","CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UCStCUMvCw067Nw5uSlbyDsw",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UCBi2mrWuNuyYy4gbM6fU18Q, CH:UChLtXXpo4Ge1ReTEboVvTDg","CH:UCH1oRy1dINbMVp3UFWrKP0w, CH:UC_vFLohxs5PkAxlk7Y6jEtw",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UCx6h-dWzJ5NpAlja1YsApdg","CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCeY0bbntWzzVIaj2z3QigXg",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCx6h-dWzJ5NpAlja1YsApdg","CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCeY0bbntWzzVIaj2z3QigXg",0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UCPgLNge0xqQHWM5B5EFH9Cg, CH:UC_vFLohxs5PkAxlk7Y6jEtw",CH:UCTvZcgH_rsvaGuZ8mU5jpnA,0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
DOM:bit.ly,CH:UCfAOh2t5DpxVrgS9NQKjC7A,0.0012091898428053204,0.0024183796856106408,0.0012091898428053204,1.0,413.5,1.0,0.0012062655626534332,inf,0.9987893462469732,0.5000000000000001,1.0,0.75
"CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCupvZG-5ko_eiXAupbDfxWw","CH:UCBi2mrWuNuyYy4gbM6fU18Q, DOM:www.youtube.com",0.0024183796856106408,0.0012091898428053204,0.0012091898428053204,0.5,413.5,1.0,0.0012062655626534332,1.9975816203143895,1.0,0.5000000000000001,0.4993946731234867,0.75
"CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCuFFtHWoLl5fauMMD5Ww2jA","CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw",0.0024183796856106408,0.0012091898428053204,0.0012091898428053204,0.5,413.5,1.0,0.0012062655626534332,1.9975816203143895,1.0,0.5000000000000001,0.4993946731234867,0.75
"CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCeY0bbntWzzVIaj2z3QigXg","CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCuFFtHWoLl5fauMMD5Ww2jA",0.0024183796856106408,0.0012091898428053204,0.0012091898428053204,0.5,413.5,1.0,0.0012062655626534332,1.9975816203143895,1.0,0.5000000000000001,0.4993946731234867,0.75
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw","CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCuFFtHWoLl5fauMMD5Ww2jA",0.0024183796856106408,0.0012091898428053204,0.0012091898428053204,0.5,413.5,1.0,0.0012062655626534332,1.9975816203143895,1.0,0.5000000000000001,0.4993946731234867,0.75
"CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCuFFtHWoLl5fauMMD5Ww2jA","CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCeY0bbntWzzVIaj2z3QigXg",0.0024183796856106408,0.0012091898428053204,0.0012091898428053204,0.5,413.5,1.0,0.0012062655626534332,1.9975816203143895,1.0,0.5000000000000001,0.4993946731234867,0.75
"CH:UC_vFLohxs5PkAxlk7Y6jEtw, CH:UCeY0bbntWzzVIaj2z3QigXg","CH:UCXIJgqnII2ZOINSWNOGFThA, CH:UCoMdktPbSTixAyNGwb-UYkQ, CH:UCx6h-dWzJ5NpAlja1YsApdg",0.0024183796856106408,0.0012091898428053204,0.0012091898428053204,0.5,413.5,1.0,0.0012062655626534332,1.9975816203143895,1.0,0.5000000000000001,0.4993946731234867,0.75
"CH:UCJy232tY_LUd1NuBgsSNUEA, CH:UCmYesELO6axBrCuSpf7S9DQ","CH:UC16niRr50-MSBwiO3YDb3RA, CH:UCSQ3jNVu8Zr_toI7NWzDwHw",0.0024183796856106408,0.0012091898428053204,0.0012091898428053204,0.5,413.5,1.0,0.0012062655626534332,1.9975816203143895,1.0,0.5000000000000001,0.4993946731234867,0.75
"CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCeY0bbntWzzVIaj2z3QigXg","CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA",0.0024183796856106408,0.0012091898428053204,0.0012091898428053204,0.5,413.5,1.0,0.0012062655626534332,1.9975816203143895,1.0,0.5000000000000001,0.4993946731234867,0.75
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw","CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UCuFFtHWoLl5fauMMD5Ww2jA",0.0024183796856106408,0.0012091898428053204,0.0012091898428053204,0.5,413.5,1.0,0.0012062655626534332,1.9975816203143895,1.0,0.5000000000000001,0.4993946731234867,0.75
"CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCuFFtHWoLl5fauMMD5Ww2jA","CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA",0.0024183796856106408,0.0012091898428053204,0.0012091898428053204,0.5,413.5,1.0,0.0012062655626534332,1.9975816203143895,1.0,0.5000000000000001,0.4993946731234867,0.75
"CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCuFFtHWoLl5fauMMD5Ww2jA","CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC52X5wxOL_s5yw0dQk7NtgA",0.0024183796856106408,0.0012091898428053204,0.0012091898428053204,0.5,413.5,1.0,0.0012062655626534332,1.9975816203143895,1.0,0.5000000000000001,0.4993946731234867,0.75
"CH:UC5T7D-Dh1eDGtsAFCuwv_Sw, CH:UCeY0bbntWzzVIaj2z3QigXg","CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UCuFFtHWoLl5fauMMD5Ww2jA",0.0024183796856106408,0.0012091898428053204,0.0012091898428053204,0.5,413.5,1.0,0.0012062655626534332,1.9975816203143895,1.0,0.5000000000000001,0.4993946731234867,0.75
"CH:UCeY0bbntWzzVIaj2z3QigXg, CH:UCuFFtHWoLl5fauMMD5Ww2jA","CH:UC2x_qNZXKDxNP1j4jvHATRQ, CH:UC5T7D-Dh1eDGtsAFCuwv_Sw",0.0024183796856106408,0.0012091898428053204,0.0012091898428053204,0.5,413.5,1.0,0.0012062655626534332,1.9975816203143895,1.0,0.5000000000000001,0.4993946731234867,0.75
"CH:UC52X5wxOL_s5yw0dQk7NtgA, CH:UCPgLNge0xqQHWM5B5EFH9Cg","CH:UCME81PohuzT1JMCsEtvsD2w, CH:UCrvhNP_lWuPIP6QZzJmM-bw",0.0024183796856106408,0.0012091898428053204,0.0012091898428053204,0.5,413.5,1.0,0.0012062655626534332,1.9975816203143895,1.0,0.5000000000000001,0.4993946731234867,0.75
